Key,Module,Translation
factory_plans.popular,factory_plans,Most Popular
factory_plans.power_consumption,factory_plans,Consumption
factory_plans.power_generation,factory_plans,Generation
factory_plans.private,factory_plans,Private
factory_plans.production,factory_plans,Production
factory_plans.production_preview,factory_plans,Production Preview
factory_plans.production_summary,factory_plans,Production Summary
factory_plans.public,factory_plans,Public
factory_plans.region,factory_plans,Region
factory_plans.save_blueprint,factory_plans,Save Blueprint
factory_plans.saving,factory_plans,Saving...
factory_plans.search_placeholder,factory_plans,Search blueprints...
factory_plans.share_blueprint,factory_plans,Share Blueprint
factory_plans.share_description,factory_plans,Share your factory layout with the community
factory_plans.short_description,factory_plans,Short Description
factory_plans.short_description_hint,factory_plans,Brief description shown on cards (max 200 chars)
factory_plans.sort_latest,factory_plans,Latest
factory_plans.sort_popular,factory_plans,Popular
factory_plans.tags,factory_plans,Tags
factory_plans.tags_hint,factory_plans,Select up to 3 tags
factory_plans.this_month,factory_plans,This Month
factory_plans.this_week,factory_plans,This Week
factory_plans.thumbnail_preview,factory_plans,Thumbnail Preview
factory_plans.title,factory_plans,AIC Factory Blueprints
factory_plans.toggle_error,factory_plans,Failed to update visibility
factory_plans.total_buildings,factory_plans,Total buildings
factory_plans.update_blueprint,factory_plans,Update Blueprint
factory_plans.video_guide,factory_plans,Video Guide
factory_plans.visibility,factory_plans,Visibility
factory_plans.visibility_private,factory_plans,Private - Only you can see
factory_plans.visibility_public,factory_plans,Public - Anyone can see
factory_plans.youtube_url,factory_plans,YouTube Video URL
factory_plans.youtube_url_hint,factory_plans,Optional video guide
guides.features_title,guides,Что вы узнаете
home.ascension_planner_desc,home,Планируйте улучшения персонажей и оружия с отслеживанием материалов
home.browse_blueprints,home,Browse Community Blueprints
home.character_builds,home,Сборки Персонажей
home.character_planner_desc,home,Планируйте прогресс персонажей и ресурсы
home.character_showcase_desc,home,Делитесь и находите сборки персонажей от сообщества
home.characters_desc,home,Просмотрите всех персонажей Endfield с полной информацией и обсуждением сообщества
home.check_out_tools,home,Посмотрите мои инструменты!
home.codes.copied,home,Скопировано!
home.codes.copy,home,Копировать код
home.codes.ends_in,home,Конец через
home.codes.expired,home,Истёк
home.codes.how_to_redeem,home,Как активировать: В игре перейдите в [Настройки] > [Платформа и Аккаунт] > [Код обмена]
home.codes.no_expiration,home,Без срока
home.codes.tap_to_copy,home,Нажмите для копирования
home.codes.title,home,Промокоды
home.coming_soon,home,Скоро
home.community,home,Сообщество
home.community_builds_desc,home,Делитесь и изучайте сборки персонажей от сообщества
home.community_plans_desc,home,Делитесь и изучайте планы фабрик от сообщества
home.equipment_desc,home,Откройте наборы снаряжения и их бонусы
home.essences_desc,home,Откройте эссенции оружия и их эффекты
home.events.ended,home,Завершено
home.events.ends_in,home,Конец через
home.events.left,home,осталось
home.events.not_confirmed,home,Не подтверждено
home.events.starts_in,home,Начало через
home.events.title,home,События
home.factory_blueprints,home,AIC Factory Blueprints
home.factory_blueprints_desc,home,Browse and share community AIC factory blueprints
home.factory_planner_desc,home,Планируйте и оптимизируйте планировку фабрики с легкостью
home.factory_short,home,
home.factory_simulator,home,Симулятор Фабрики
home.fun_tools,home,Развлечения и Симуляция
home.guides_desc,home,Изучайте игровые механики и стратегии с помощью комплексных руководств
home.headhunt_tracker_desc,home,Отслеживайте ваши призывы и счетчик гарантии
home.interactive_map_desc,home,Исследуйте мир с помощью интерактивной карты
home.login_register,home,Войти / Зарегистрироваться
home.planner_desc,home,Откройте интерактивный планировщик сетки фабрики
home.planners,home,
home.popular_builds,home,Популярные Сборки Персонажей
home.popular_builds_desc,home,Откройте самые популярные сборки персонажей от нашего сообщества
home.simulators,home,
home.site_description,home,Лучшая коллекция инструментов и утилит для игроков Arknights: Endfield.
home.summon_simulator_desc,home,Веселый симулятор гачи с изюминкой: таблица удачи!
home.toolbox,home,Набор Инструментов
home.toolbox_desc,home,Изучите нашу коллекцию инструментов и утилит
home.tools,home,Инструменты
home.valley_iv_desc,home,Исследуйте регион Valley IV
home.view_all,home,Посмотреть Все
home.weapons_desc,home,Изучайте все типы оружия и их характеристики
home.welcome_to,home,Добро пожаловать в
home.wuling_desc,home,Исследуйте регион Wuling
home.your_profile,home,Ваш Профиль
map.activate,map,Активировать
map.amber_rice,map,Янтарный рис
map.battles,map,Боевые Столкновения
map.category_battles,map,Боевые встречи
map.category_chests,map,Сундуки с сокровищами
map.category_collectibles,map,Коллекционные
map.category_daily_instances,map,Ежедневные инстансы
map.category_dungeons,map,Подземелья
map.category_ether,map,Ресурсы эфира
map.category_factory,map,Заводские POI
map.category_mining_formations,map,Месторождения
map.category_mining_points,map,Точки добычи
map.category_narrative,map,Фрагменты истории
map.category_other,map,Прочие POI
map.category_plants,map,Растительные материалы
map.category_rare_minerals,map,Редкие минералы
map.category_terminals,map,Терминалы
map.category_travel,map,Быстрое путешествие
map.challenge,map,Испытание
map.challenge_entrance,map,Вход в испытание
map.chest,map,Сундук
map.chest_high_tier,map,Высокоуровневый Сундук
map.chest_locked,map,Запертый Сундук
map.chest_normal,map,Обычный Сундук
map.clear_all,map,Очистить
map.clear_search,map,Очистить Поиск
map.click_to_explore,map,Нажмите для Исследования
map.close,map,Закрыть
map.collectible,map,Предмет коллекции
map.collectibles,map,Коллекционные Предметы
map.communication_terminal,map,Терминал Связи
map.coordinates,map,Координаты
map.daily_dungeon,map,Ежедневное Подземелье
map.dungeon,map,Подземелье
map.dungeon_entrance,map,Вход в подземелье
map.dungeon_exit,map,Выход из подземелья
map.enemies,map,Враги
map.enemy_encounter,map,Встреча с врагом
map.energy_point,map,Точка Энергии
map.ether_recycle,map,
map.fast_travel,map,Быстрое Перемещение
map.fast_travel_point,map,Точка Быстрого Перемещения
map.feature_battles_desc,map,"Входы в подземелья, точки испытаний и локации боссов"
map.feature_battles_title,map,Боевые Столкновения
map.feature_chests_desc,map,"Найдите и отслеживайте все местоположения сундуков - обычные, запертые и высокоуровневые"
map.feature_chests_title,map,Сундуки с Сокровищами
map.feature_collectibles_desc,map,"Расположение фрагментов истории, терминалов и точек сбора"
map.feature_collectibles_title,map,Коллекционные Предметы
map.feature_filtering_desc,map,"Фильтруйте точки интереса по типу, уровню и региону"
map.feature_filtering_title,map,Расширенная Фильтрация
map.feature_filters_desc,map,
map.feature_filters_title,map,
map.feature_gathering_desc,map,
map.feature_gathering_title,map,
map.feature_mining_desc,map,"Расположение рудных узлов, месторождений и редких минералов"
map.feature_mining_title,map,Точки Добычи
map.feature_poi_desc,map,
map.feature_poi_title,map,
map.feature_tracking_desc,map,
map.feature_tracking_title,map,
map.feature_travel_desc,map,Карта всех точек быстрого перемещения в игре
map.feature_travel_title,map,Быстрое Перемещение
map.features_subtitle,map,Отслеживайте все важные локации
map.features_title,map,Исследуйте Каждый Уголок
map.filter,map,Фильтр и Поиск
map.filters,map,Фильтры
map.glowbug,map,Светящийся жук
map.hub_area,map,Центральная Зона
map.interactive_object,map,Интерактивный объект
map.layer,map,Слой
map.layers,map,Слои Карты
map.legend,map,Легенда
map.level,map,Уровень
map.level_ranges,map,Диапазоны уровней
map.loading,map,Загрузка данных карты...
map.mark_arrow,map,Метка стрелка
map.mark_fac_unlocker,map,Разблокировщик фабрики
map.mechanism,map,Механизм
map.mineral_copper,map,Медь
map.mineral_iron,map,Железо
map.mineral_originium,map,Оригиниум
map.mineral_quartz,map,Кварц
map.mineral_special_metal,map,Специальный Металл
map.narrative_fragment,map,Фрагмент
map.no_results,map,Точки интереса не найдены
map.poi_details,map,Детали POI
map.poi_types,map,Типы POI
map.pois_visible,map,видимых POI
map.rare_mineral,map,Редкий минерал
map.rare_prefix,map,Редкий 
map.reading_terminal,map,Терминал Чтения
map.recommended_level,map,Рекомендуемый Уровень
map.redjade_ginseng,map,Красный нефритовый женьшень
map.reed_rye,map,Тростниковая рожь
map.region,map,Регион
map.region_talos_ii,map,Талос II
map.region_valley_iv,map,Карта Долина IV
map.region_wuling,map,Карта Улин
map.report_issues,map,Сообщайте о проблемах и идеях в нашем Discord-сообществе
map.reset_view,map,Сбросить Вид
map.rewards,map,Награды
map.scorchbug,map,Обжигающий жук
map.search_placeholder,map,Поиск точек интереса...
map.select_all,map,Все
map.select_layer,map,Выбрать Слой
map.select_region,map,Выберите Регион
map.show_all,map,Показать Все
map.special_locations,map,Особые Места
map.terminal,map,Терминал
map.title,map,Интерактивная Карта
map.travel_point,map,
map.type,map,Тип
map.view_point,map,Обзорная точка
map.warning_terminal,map,Предупреждающий Терминал
map.welcome_subtitle,map,"Ваш лучший помощник для исследования Arknights: Endfield. Найдите все сундуки с сокровищами, точки добычи, коллекционные предметы и точки интереса."
map.wip_message,map,"Интерактивная карта в настоящее время находится в разработке. Присоединяйтесь к нашему сообществу Discord, чтобы сообщить о проблемах или поделиться идеями!"
map.wip_title,map,В разработке
map.zoom_in,map,Приблизить
map.zoom_out,map,Отдалить
nav.achievement_tracker,nav,
nav.achievement_tracker_short,nav,
nav.ascension_planner,nav,Планировщик Прокачки
nav.character_planner,nav,Планировщик Персонажей
nav.character_showcase,nav,Витрина Персонажей
nav.characters,nav,Персонажи
nav.community_blueprints,nav,Community Blueprints
nav.community_builds,nav,Сборки Сообщества
nav.community_plans,nav,Планы Сообщества
nav.discord,nav,Присоединиться к сообществу
nav.factory_planner,nav,Планировщик Фабрики
nav.guides,nav,Руководства
nav.headhunt_short,nav,
nav.headhunt_tracker,nav,Трекер Рекрутинга
nav.home,nav,Главная
nav.interactive_map,nav,Интерактивная Карта
nav.planner,nav,Планировщик
nav.profile,nav,Профиль
nav.recipes,nav,Рецепты
nav.summon_simulator,nav,Симулятор Призыва
nav.weapon_essence_solver,nav,Essence Solver
nav.weapon_essences,nav,Сущности оружия
nav.weapons,nav,Оружие
notification.deleted,notification,Успешно удалено
notification.error,notification,Произошла ошибка
notification.loaded,notification,Успешно загружено
notification.saved,notification,Успешно сохранено
reactions.authentication_required,reactions,Требуется Аутентификация
reactions.dislike,reactions,Не нравится
reactions.like,reactions,Нравится
reactions.login_required,reactions,"Пожалуйста, войдите, чтобы реагировать на этот контент."
summon.amazing_pull,summon,Потрясающий призыв! Вы получили {count} шестизвёздных! Это может быть первое место! Отправить в таблицу лидеров?
summon.amazing_pull_prompt,summon,Потрясающий призыв! Вы получили {count} шестизвёздных! Отправить в таблицу лидеров?
summon.animation_in_progress,summon,Анимация в процессе...
summon.auth_error,summon,"Ошибка аутентификации. Пожалуйста, войдите снова."
summon.average,summon,Средний
summon.average_joe,summon,Обычный Парень
summon.average_rarity,summon,Средняя Редкость
summon.average_title,summon,"Идеально сбалансировано, как и должно быть."
summon.base_six_star_rate,summon,Базовый шанс 6★: {rate}%
summon.best_session,summon,Лучшая 10-кратная сессия:
summon.better_five_star,summon,Лучший результат! Ваши {count} пятизвёздных превзошли предыдущий лучший результат {previous}! Отправить в таблицу лидеров?
summon.better_score,summon,Лучший результат! Ваш счёт {current} превзошёл предыдущий лучший результат {previous}! Отправить в таблицу лидеров?
summon.blessed_by_rng,summon,Благословлён ГСЧ
summon.blessed_title,summon,Вас коснулась удача!
summon.character_collection,summon,Коллекция Персонажей
summon.character_pool,summon,Пул Персонажей
summon.characters_available,summon,{count} персонажей доступно
summon.collection_progress,summon,Коллекция:
summon.collection_ratio,summon,{current} / {total} персонажей
summon.complete_character_list,summon,Полный список доступных персонажей с индивидуальными шансами выпадения
summon.counted_message,summon,Ваши результаты призывов будут учитываться в таблице лидеров. Соревнуйтесь за роль Короля Холма!
summon.counter_resets,summon,Счётчик сбрасывается при получении любого 5★ или 6★
summon.current_pity_counter,summon,Текущий Счётчик Гарантии:
summon.current_rate,summon,Текущий шанс: {rate}%
summon.current_rate_with_bonus,summon,Текущий шанс: {rate}% (+{bonus}% бонус)
summon.current_six_star_rate,summon,Текущий Шанс 6★
summon.cursed_by_rng,summon,Проклят ГСЧ
summon.cursed_title,summon,Боги гачи испытывают вас...
summon.description,summon,"Удовлетворите свою зависимость от гачи! Бросайте кости и гонитесь за неуловимыми 6★ персонажами с реалистичными шансами выпадения. ""Ещё один десятикратный призыв, клянусь!"""
summon.discord_linked,summon,"Discord связан - Вы получите роль, если выиграете!"
summon.discord_warning,summon,"Вы всё ещё можете отправить в таблицу лидеров, но не получите роль, если выиграете без связанного Discord!"
summon.download_image,summon,Скачать Изображение
summon.drop_rates,summon,Шансы Призыва
summon.drop_rates_by_rarity,summon,Шансы Выпадения по Редкости
summon.each_rate,summon,~{rate}% каждый
summon.expected_rate,summon,Ожидаемо: {rate}%
summon.first_six_star,summon,Первый 6★ на:
summon.first_six_star_pulls,summon,{count} призывах
summon.five_star_guarantee,summon,Система Гарантии 5★
summon.five_star_pity_counter,summon,Счётчик Гарантии 5★
summon.five_star_rate,summon,Шанс 5★
summon.four_star_rate,summon,Шанс 4★
summon.fun_stats,summon,Забавная Статистика
summon.gacha_hell,summon,Гача Ад
summon.gacha_hell_title,summon,Пусть ваша удача скоро улучшится...
summon.generating_image,summon,Генерация изображения...
summon.guaranteed_at,summon,Гарантированный 6★ на {threshold} призыве
summon.guaranteed_five_star,summon,Гарантированный 5★ или выше каждые {threshold} призывов без получения 5★+
summon.individual_character_rates,summon,Индивидуальные Шансы Персонажей
summon.leaderboard_description,summon,Топ-10 лучших призывов недели (сбрасывается каждый понедельник)
summon.leaderboard_discord_reward,summon,"Игрок #1 получает роль ""Король Холма"" на Discord {site}!"
summon.leaderboard_title,summon,Еженедельная Таблица Лидеров
summon.least_pulled_character,summon,Реже Всего Выпавший Персонаж
summon.least_pulled_six_star,summon,Реже Всего Выпавший 6★
summon.legendary_luck,summon,Легендарная Удача
summon.legendary_title,summon,Боги ГСЧ улыбаются вам!
summon.link_discord_profile,summon,"Свяжите свой аккаунт Discord в профиле, чтобы получить роль!"
summon.link_discord_reminder,summon,"Не забудьте связать свой аккаунт Discord, чтобы получить роль!"
summon.loading_leaderboard,summon,Загрузка таблицы лидеров...
summon.logged_in,summon,Вы вошли
summon.login_to_save,summon,"Войдите, чтобы сохранить результаты"
summon.lucky,summon,Везучий!
summon.lucky_charm,summon,Талисман Удачи
summon.lucky_title,summon,Удача благоволит смелым!
summon.most_pulled_character,summon,Чаще Всего Выпавший Персонаж
summon.most_pulled_six_star,summon,Чаще Всего Выпавший 6★
summon.new_record,summon,Новый рекорд! Ваши {count} шестизвёздных превзошли предыдущий лучший результат {previous}! Отправить в таблицу лидеров?
summon.new_record_submitted,summon,Новый рекорд! Ваш счёт {score} отправлен в таблицу лидеров!
summon.next_guaranteed,summon,Следующий призыв гарантирует 5★ или выше!
summon.next_guarantees_five_star,summon,Следующий призыв гарантирует 5★ или выше!
summon.next_guarantees_six_star,summon,Следующий призыв гарантирует 6★!
summon.nice_pull,summon,Хороший Призыв!
summon.no_history,summon,"Пока нет истории призывов. Выполните свой первый призыв, чтобы увидеть результаты здесь!"
summon.not_counted_warning,summon,Ваши результаты призывов не будут учитываться в таблице лидеров.
summon.not_logged_in,summon,Вы не вошли
summon.not_logged_in_message,summon,"Жаль, что вы не были авторизованы! Этот призыв мог бы попасть в топ-10."
summon.not_owned,summon,Не получен
summon.novice_description,summon,"Выполните свой первый призыв, чтобы увидеть статистику!"
summon.novice_summoner,summon,Новичок-Призыватель
summon.on_leaderboard,summon,#{placement} в таблице лидеров
summon.owned_count,summon,{count}×
summon.perform_10x,summon,Выполнить 10-кратный Призыв/Рекрутинг
summon.pity_active,summon,Система гарантии активна! +{bonus}% бонусный шанс
summon.pity_active_bonus,summon,Гарантия активна: +{bonus}% бонус
summon.pity_bonus,summon,Бонус Гарантии
summon.pity_counter,summon,Счётчик Гарантии
summon.pity_resets,summon,Гарантия полностью сбрасывается при получении 6★
summon.pity_starts_at,summon,Гарантия начинается с {threshold} призывов: +{increase}% за призыв
summon.pity_system,summon,Система Гарантии (6★)
summon.pool_description,summon,"Просмотрите всех доступных персонажей в пуле призыва, организованных по редкости"
summon.profile_error,summon,"Профиль не загружен. Пожалуйста, попробуйте снова."
summon.pulled_count,summon,Получено {count}
summon.pulled_times,summon,Получено {count} раз
summon.pulls_until_guaranteed_five_star,summon,Призывов до гарантированного 5★
summon.rarity_breakdown,summon,Разбивка по Редкости
summon.rate,summon,{rate}% шанс
summon.recent_description,summon,Ваши последние результаты 10-кратного призыва/рекрутинга
summon.recent_summons,summon,Недавние Призывы
summon.record_beaten,summon,Новый рекорд! Ваш счёт {current} превзошёл предыдущий лучший результат {previous}!
summon.record_holder,summon,РЕКОРДСМЕН
summon.reset_confirm,summon,"Вы уверены, что хотите сбросить всю статистику призывов/рекрутинга? Это действие нельзя отменить."
summon.reset_stats,summon,Сбросить Всю Статистику
summon.reset_warning,summon,Это навсегда удалит всю вашу историю призывов
summon.result_preview,summon,Предпросмотр результата призыва/рекрутинга
summon.session_preview,summon,Предпросмотр сессии призыва/рекрутинга
summon.share_result,summon,Поделиться Результатом Призыва/Рекрутинга
summon.share_session,summon,Поделиться Сессией Призыва/Рекрутинга
summon.six_star_rate,summon,Шанс 6★
summon.six_star_resets_counter,summon,Получение 6★ также сбрасывает этот счётчик
summon.six_stars_count,summon,{count} шестизвёздных
summon.slightly_unlucky,summon,Немного Невезучий
summon.slightly_unlucky_title,summon,Могло быть и лучше...
summon.star_characters,summon,{rarity}-Звёздные Персонажи
summon.stats_description,summon,"Отслеживайте свой путь в гаче и узнайте, насколько вам везёт!"
summon.stats_title,summon,Ваша Статистика Призывов
summon.submit,summon,Отправить в Таблицу Лидеров
summon.submit_failed,summon,"Не удалось отправить в таблицу лидеров. Пожалуйста, попробуйте снова."
summon.submit_qualifier,summon,Ваш результат призыва подходит для таблицы лидеров!
summon.submit_success,summon,Ваш результат призыва отправлен в таблицу лидеров!
summon.submit_to_leaderboard,summon,Отправить в Таблицу Лидеров?
summon.submitting,summon,Отправка...
summon.summoned_on,summon,Призвано на {site}
summon.summoning,summon,Призыв/Рекрутинг 10 Персонажей...
summon.summons_until_guaranteed,summon,{count} призывов до гарантированного 5★!
summon.summons_without_five_star,summon,Призывов без 5★+:
summon.summons_without_five_star_plus,summon,Призывов без 5★+
summon.table_character,summon,Персонаж
summon.table_drop_rate,summon,Шанс Выпадения
summon.table_profession,summon,Профессия
summon.table_rarity,summon,Редкость
summon.table_type,summon,Тип
summon.title,summon,Симулятор Призыва/Рекрутинга
summon.total_pulls,summon,Всего Призывов
summon.total_value,summon,Общая Ценность
summon.unique_characters,summon,Уникальных Персонажей
summon.unlucky,summon,Невезучий
summon.very_lucky,summon,ОЧЕНЬ ВЕЗУЧИЙ!
summon.very_unlucky,summon,ОЧЕНЬ НЕВЕЗУЧИЙ
summon.view_profile,summon,Посмотреть ваш профиль
summon.warning_until_guaranteed,summon,{count} призывов до гарантированного 5★!
summon.your_stats,summon,Ваша Статистика
theme.dark,theme,Тёмная
theme.dark_desc,theme,Тёмная тема Endfield tools
theme.high_contrast,theme,Высокий Контраст
theme.light,theme,Светлая
theme.light_desc,theme,Светлая тема Endfield tools
theme.navy,theme,Синяя
weapons.attack,weapons,Атака
weapons.attack_growth,weapons,Рост Атаки
weapons.attack_stats,weapons,Характеристики Атаки
weapons.best_characters,weapons,Лучшие Персонажи для Экипировки
weapons.best_weapons,weapons,Лучшее Оружие
weapons.breakthrough,weapons,Прорыв
weapons.breakthrough_level,weapons,Уровень Прорыва
weapons.compatible_characters,weapons,Совместимые Персонажи
weapons.compatible_characters_desc,weapons,Это оружие может быть экипировано персонажами с таким же типом оружия.
weapons.compatible_weapons,weapons,Совместимое оружие
weapons.description,weapons,Описание
weapons.effects,weapons,Эффекты
weapons.level_up_requirements,weapons,Требования для Повышения Уровня
weapons.max_level,weapons,Максимальный Уровень
weapons.no_skills,weapons,Нет данных о навыках
weapons.passive_attribute,weapons,Пассивная Характеристика
weapons.potential_skill,weapons,Навык Потенциала
weapons.results,weapons,оружие найдено
weapons.search,weapons,Поиск оружия...
weapons.skill_level,weapons,Уровень
weapons.skill_levels_unlocked,weapons,Разблокированные Уровни Навыков
weapons.skills,weapons,Навыки
weapons.skills_talents,weapons,Навыки и Таланты
weapons.special_attribute,weapons,Специальная Характеристика
weapons.stage,weapons,Этап {stage}
weapons.stat_increase,weapons,Увеличение Характеристик
weapons.view_compatible_characters,weapons,Просмотреть Совместимых Персонажей